subid,subage,condition,trial,agent,novel,pick,leftObject,rightObject,correct,rt,test_date,experimenter,keep_drop,sex,dob,age_num,check_age,experiment
190418_5_nov,2,dis_novelty,5,Frog,right,t19,t11,t19,1,10714,2019-04-18,MM,keep,F,2016-12-22,2.3205479452054796,TRUE,dis_novelty
190418_5_nov,2,dis_novelty,6,Cat,right,t05,t13,t05,1,10742,2019-04-18,MM,keep,F,2016-12-22,2.3205479452054796,TRUE,dis_novelty
190418_5_nov,2,dis_novelty,7,Dog,right,t07,t08,t07,1,6161,2019-04-18,MM,keep,F,2016-12-22,2.3205479452054796,TRUE,dis_novelty
190418_5_nov,2,dis_novelty,8,Sheep,left,t09,t16,t09,0,10772,2019-04-18,MM,keep,F,2016-12-22,2.3205479452054796,TRUE,dis_novelty
190418_5_nov,2,dis_novelty,9,Mouse,left,t06,t15,t06,0,16081,2019-04-18,MM,keep,F,2016-12-22,2.3205479452054796,TRUE,dis_novelty
190418_5_nov,2,dis_novelty,10,Bear,right,t18,t02,t18,1,5089,2019-04-18,MM,keep,F,2016-12-22,2.3205479452054796,TRUE,dis_novelty
190418_6_nov,4,dis_novelty,1,Mouse,right,t08,t01,t08,1,12482,2019-04-18,MM,keep,F,2014-05-13,4.934246575342466,TRUE,dis_novelty
190418_6_nov,4,dis_novelty,2,Sheep,right,t06,t15,t06,1,8097,2019-04-18,MM,keep,F,2014-05-13,4.934246575342466,TRUE,dis_novelty
190418_6_nov,4,dis_novelty,3,Beaver,left,t11,t11,t22,1,9352,2019-04-18,MM,keep,F,2014-05-13,4.934246575342466,TRUE,dis_novelty
190418_6_nov,4,dis_novelty,4,Pig,left,t17,t17,t21,1,8846,2019-04-18,MM,keep,F,2014-05-13,4.934246575342466,TRUE,dis_novelty
190418_6_nov,4,dis_novelty,5,Dog,right,t07,t04,t07,1,6913,2019-04-18,MM,keep,F,2014-05-13,4.934246575342466,TRUE,dis_novelty
190422_1_nov,2,dis_novelty,1,Beaver,left,t01,t15,t01,0,27646,2019-04-22,MM,keep,M,2017-01-03,2.2986301369863016,TRUE,dis_novelty
190422_1_nov,2,dis_novelty,2,Pig,right,t11,t07,t11,1,13103,2019-04-22,MM,keep,M,2017-01-03,2.2986301369863016,TRUE,dis_novelty
190422_1_nov,2,dis_novelty,3,Bunny,right,t10,t10,t17,0,17309,2019-04-22,MM,keep,M,2017-01-03,2.2986301369863016,TRUE,dis_novelty
190422_1_nov,2,dis_novelty,4,Mouse,right,t14,t21,t14,1,23155,2019-04-22,MM,keep,M,2017-01-03,2.2986301369863016,TRUE,dis_novelty
190422_1_nov,2,dis_novelty,5,Dog,left,t13,t20,t13,0,19622,2019-04-22,MM,keep,M,2017-01-03,2.2986301369863016,TRUE,dis_novelty
190422_2_nov,4,dis_novelty,1,Mouse,right,t14,t04,t14,1,23481,2019-04-22,MM,keep,F,2015-03-23,4.0849315068493155,TRUE,dis_novelty
190422_2_nov,4,dis_novelty,2,Monkey,left,t16,t22,t16,0,8688,2019-04-22,MM,keep,F,2015-03-23,4.0849315068493155,TRUE,dis_novelty
190422_2_nov,4,dis_novelty,3,Dog,left,t01,t02,t01,0,7849,2019-04-22,MM,keep,F,2015-03-23,4.0849315068493155,TRUE,dis_novelty
190422_2_nov,4,dis_novelty,4,Bear,right,t15,t06,t15,1,7168,2019-04-22,MM,keep,F,2015-03-23,4.0849315068493155,TRUE,dis_novelty
190422_2_nov,4,dis_novelty,5,Tiger,left,t07,t12,t07,0,8165,2019-04-22,MM,keep,F,2015-03-23,4.0849315068493155,TRUE,dis_novelty
190422_3_nov,3,dis_novelty,1,Bunny,left,t05,t05,t20,1,8126,2019-04-22,MM,keep,M,2016-04-19,3.0082191780821916,TRUE,dis_novelty
190422_3_nov,3,dis_novelty,2,Dog,right,t18,t12,t18,1,6933,2019-04-22,MM,keep,M,2016-04-19,3.0082191780821916,TRUE,dis_novelty
190422_3_nov,3,dis_novelty,3,Sheep,left,t06,t06,t22,1,6437,2019-04-22,MM,keep,M,2016-04-19,3.0082191780821916,TRUE,dis_novelty
190422_3_nov,3,dis_novelty,4,Elephant,right,t09,t03,t09,1,11663,2019-04-22,MM,keep,M,2016-04-19,3.0082191780821916,TRUE,dis_novelty
190422_3_nov,3,dis_novelty,5,Mouse,left,t08,t08,t21,1,6634,2019-04-22,MM,keep,M,2016-04-19,3.0082191780821916,TRUE,dis_novelty
190422_3_nov,3,dis_novelty,6,Pig,right,t04,t04,t19,0,8179,2019-04-22,MM,keep,M,2016-04-19,3.0082191780821916,TRUE,dis_novelty
190422_3_nov,3,dis_novelty,7,Cat,right,t13,t16,t13,1,6414,2019-04-22,MM,keep,M,2016-04-19,3.0082191780821916,TRUE,dis_novelty
190422_3_nov,3,dis_novelty,8,Bear,right,t17,t01,t17,1,7389,2019-04-22,MM,keep,M,2016-04-19,3.0082191780821916,TRUE,dis_novelty
190422_3_nov,3,dis_novelty,9,Beaver,left,t10,t10,t02,1,7284,2019-04-22,MM,keep,M,2016-04-19,3.0082191780821916,TRUE,dis_novelty
190422_3_nov,3,dis_novelty,10,Monkey,right,t11,t11,t15,0,9637,2019-04-22,MM,keep,M,2016-04-19,3.0082191780821916,TRUE,dis_novelty
190422_5_nov,3,dis_novelty,1,Sheep,left,t16,t16,t19,1,24769,2019-04-22,MM,keep,M,2015-09-17,3.5972602739726027,TRUE,dis_novelty
190422_5_nov,3,dis_novelty,2,Elephant,right,t12,t09,t12,1,6415,2019-04-22,MM,keep,M,2015-09-17,3.5972602739726027,TRUE,dis_novelty
190422_5_nov,3,dis_novelty,3,Frog,right,t17,t02,t17,1,6623,2019-04-22,MM,keep,M,2015-09-17,3.5972602739726027,TRUE,dis_novelty
190422_5_nov,3,dis_novelty,4,Mouse,left,t13,t13,t20,1,9192,2019-04-22,MM,keep,M,2015-09-17,3.5972602739726027,TRUE,dis_novelty
190422_5_nov,3,dis_novelty,5,Bunny,left,t15,t15,t18,1,7696,2019-04-22,MM,keep,M,2015-09-17,3.5972602739726027,TRUE,dis_novelty
190422_6_nov,4,dis_novelty,1,Sheep,right,t18,t04,t18,1,6383,2019-04-22,MM,keep,F,2015-02-04,4.213698630136986,TRUE,dis_novelty
190422_6_nov,4,dis_novelty,2,Bunny,left,t05,t05,t15,1,5423,2019-04-22,MM,keep,F,2015-02-04,4.213698630136986,TRUE,dis_novelty
190422_6_nov,4,dis_novelty,3,Frog,left,t11,t11,t17,1,5281,2019-04-22,MM,keep,F,2015-02-04,4.213698630136986,TRUE,dis_novelty
190422_6_nov,4,dis_novelty,4,Bear,left,t22,t22,t20,1,5774,2019-04-22,MM,keep,F,2015-02-04,4.213698630136986,TRUE,dis_novelty
190422_6_nov,4,dis_novelty,5,Beaver,left,t06,t06,t14,1,7790,2019-04-22,MM,keep,F,2015-02-04,4.213698630136986,TRUE,dis_novelty
190422_6_nov,4,dis_novelty,6,Mouse,right,t19,t12,t19,1,6879,2019-04-22,MM,keep,F,2015-02-04,4.213698630136986,TRUE,dis_novelty
190422_6_nov,4,dis_novelty,7,Elephant,left,t01,t01,t07,1,6955,2019-04-22,MM,keep,F,2015-02-04,4.213698630136986,TRUE,dis_novelty
190422_6_nov,4,dis_novelty,8,Pig,left,t16,t16,t02,1,6126,2019-04-22,MM,keep,F,2015-02-04,4.213698630136986,TRUE,dis_novelty
190422_6_nov,4,dis_novelty,9,Tiger,right,t10,t09,t10,1,6615,2019-04-22,MM,keep,F,2015-02-04,4.213698630136986,TRUE,dis_novelty
190422_6_nov,4,dis_novelty,10,Monkey,right,t21,t08,t21,1,5339,2019-04-22,MM,keep,F,2015-02-04,4.213698630136986,TRUE,dis_novelty
190422_7_nov,4,dis_novelty,1,Bear,left,t04,t19,t04,0,11203,2019-04-22,MM,keep,F,2015-02-04,4.213698630136986,TRUE,dis_novelty
190422_7_nov,4,dis_novelty,2,Frog,left,t14,t14,t17,1,8143,2019-04-22,MM,keep,F,2015-02-04,4.213698630136986,TRUE,dis_novelty
190422_7_nov,4,dis_novelty,3,Cat,left,t07,t07,t15,1,7122,2019-04-22,MM,keep,F,2015-02-04,4.213698630136986,TRUE,dis_novelty
190422_7_nov,4,dis_novelty,4,Bunny,right,t20,t20,t13,0,20146,2019-04-22,MM,keep,F,2015-02-04,4.213698630136986,TRUE,dis_novelty
190422_7_nov,4,dis_novelty,5,Sheep,right,t02,t02,t01,0,7860,2019-04-22,MM,keep,F,2015-02-04,4.213698630136986,TRUE,dis_novelty
190422_8_nov,4,dis_novelty,1,Beaver,left,t09,t09,t21,1,7972,2019-04-22,MM,keep,F,2015-01-19,4.257534246575342,TRUE,dis_novelty
190422_8_nov,4,dis_novelty,2,Mouse,right,t22,t14,t22,1,8607,2019-04-22,MM,keep,F,2015-01-19,4.257534246575342,TRUE,dis_novelty
190422_8_nov,4,dis_novelty,3,Bunny,right,t19,t02,t19,1,11178,2019-04-22,MM,keep,F,2015-01-19,4.257534246575342,TRUE,dis_novelty
190422_8_nov,4,dis_novelty,4,Elephant,right,t18,t01,t18,1,7696,2019-04-22,MM,keep,F,2015-01-19,4.257534246575342,TRUE,dis_novelty
190422_8_nov,4,dis_novelty,5,Bear,left,t05,t05,t20,1,7057,2019-04-22,MM,keep,F,2015-01-19,4.257534246575342,TRUE,dis_novelty
190422_9_nov,4,dis_novelty,1,Beaver,right,t07,t07,t05,0,9336,2019-04-22,MM,keep,F,2015-02-01,4.221917808219178,TRUE,dis_novelty
190422_9_nov,4,dis_novelty,2,Sheep,left,t02,t02,t21,1,7284,2019-04-22,MM,keep,F,2015-02-01,4.221917808219178,TRUE,dis_novelty
190422_9_nov,4,dis_novelty,3,Tiger,right,t03,t10,t03,1,7433,2019-04-22,MM,keep,F,2015-02-01,4.221917808219178,TRUE,dis_novelty
190422_9_nov,4,dis_novelty,4,Dog,left,t08,t08,t13,1,5850,2019-04-22,MM,keep,F,2015-02-01,4.221917808219178,TRUE,dis_novelty
190422_9_nov,4,dis_novelty,5,Monkey,right,t20,t15,t20,1,5239,2019-04-22,MM,keep,F,2015-02-01,4.221917808219178,TRUE,dis_novelty
190422_9_nov,4,dis_novelty,6,Cat,left,t12,t12,t14,1,5902,2019-04-22,MM,keep,F,2015-02-01,4.221917808219178,TRUE,dis_novelty
190422_9_nov,4,dis_novelty,7,Bear,left,t09,t09,t11,1,5340,2019-04-22,MM,keep,F,2015-02-01,4.221917808219178,TRUE,dis_novelty
190422_9_nov,4,dis_novelty,8,Elephant,right,t17,t18,t17,1,5972,2019-04-22,MM,keep,F,2015-02-01,4.221917808219178,TRUE,dis_novelty
190422_9_nov,4,dis_novelty,9,Frog,right,t01,t06,t01,1,7081,2019-04-22,MM,keep,F,2015-02-01,4.221917808219178,TRUE,dis_novelty
190422_9_nov,4,dis_novelty,10,Pig,right,t19,t04,t19,1,5650,2019-04-22,MM,keep,F,2015-02-01,4.221917808219178,TRUE,dis_novelty
190422_10_nov,3,dis_novelty,1,Pig,right,t13,t02,t13,1,22172,2019-04-22,MM,keep,M,2015-08-17,3.682191780821918,TRUE,dis_novelty
190422_10_nov,3,dis_novelty,2,Beaver,right,t07,t05,t07,1,7986,2019-04-22,MM,keep,M,2015-08-17,3.682191780821918,TRUE,dis_novelty
190422_10_nov,3,dis_novelty,3,Elephant,left,t10,t10,t12,1,20805,2019-04-22,MM,keep,M,2015-08-17,3.682191780821918,TRUE,dis_novelty
190422_10_nov,3,dis_novelty,4,Frog,left,t16,t04,t16,0,15275,2019-04-22,MM,keep,M,2015-08-17,3.682191780821918,TRUE,dis_novelty
190422_10_nov,3,dis_novelty,5,Cat,right,t21,t03,t21,1,5096,2019-04-22,MM,keep,M,2015-08-17,3.682191780821918,TRUE,dis_novelty
190422_11_nov,4,dis_novelty,1,Sheep,right,t19,t15,t19,1,7853,2019-04-22,MM,keep,F,2014-11-13,4.441095890410959,TRUE,dis_novelty
190422_11_nov,4,dis_novelty,2,Pig,right,t14,t05,t14,1,7039,2019-04-22,MM,keep,F,2014-11-13,4.441095890410959,TRUE,dis_novelty
190422_11_nov,4,dis_novelty,3,Frog,right,t22,t12,t22,1,5768,2019-04-22,MM,keep,F,2014-11-13,4.441095890410959,TRUE,dis_novelty
190422_11_nov,4,dis_novelty,4,Beaver,left,t16,t16,t18,1,6712,2019-04-22,MM,keep,F,2014-11-13,4.441095890410959,TRUE,dis_novelty
190422_11_nov,4,dis_novelty,5,Elephant,left,t10,t10,t20,1,5507,2019-04-22,MM,keep,F,2014-11-13,4.441095890410959,TRUE,dis_novelty
190422_12_nov,3,dis_novelty,1,Tiger,right,t06,t10,t06,1,7710,2019-04-22,MM,keep,F,2015-08-26,3.6575342465753424,TRUE,dis_novelty
190422_12_nov,3,dis_novelty,2,Mouse,left,t18,t09,t18,0,9802,2019-04-22,MM,keep,F,2015-08-26,3.6575342465753424,TRUE,dis_novelty
190422_12_nov,3,dis_novelty,3,Pig,left,t22,t02,t22,0,6677,2019-04-22,MM,keep,F,2015-08-26,3.6575342465753424,TRUE,dis_novelty
190422_12_nov,3,dis_novelty,4,Monkey,left,t08,t08,t12,1,6621,2019-04-22,MM,keep,F,2015-08-26,3.6575342465753424,TRUE,dis_novelty
190422_12_nov,3,dis_novelty,5,Elephant,left,t05,t15,t05,0,7137,2019-04-22,MM,keep,F,2015-08-26,3.6575342465753424,TRUE,dis_novelty
190422_12_nov,3,dis_novelty,6,Bunny,left,t14,t07,t14,0,8767,2019-04-22,MM,keep,F,2015-08-26,3.6575342465753424,TRUE,dis_novelty
190422_12_nov,3,dis_novelty,7,Cat,left,t04,t04,t16,1,7330,2019-04-22,MM,keep,F,2015-08-26,3.6575342465753424,TRUE,dis_novelty
190422_12_nov,3,dis_novelty,8,Dog,right,t21,t01,t21,1,8457,2019-04-22,MM,keep,F,2015-08-26,3.6575342465753424,TRUE,dis_novelty
190422_12_nov,3,dis_novelty,9,Bear,right,t13,t11,t13,1,8079,2019-04-22,MM,keep,F,2015-08-26,3.6575342465753424,TRUE,dis_novelty
190422_12_nov,3,dis_novelty,10,Frog,right,t03,t19,t03,1,7167,2019-04-22,MM,keep,F,2015-08-26,3.6575342465753424,TRUE,dis_novelty
190425_1_nov,4,dis_novelty,1,Beaver,left,t13,t13,t20,1,13683,2019-04-25,MM,keep,F,2015-03-24,4.090410958904109,TRUE,dis_novelty
190425_1_nov,4,dis_novelty,2,Bear,right,t12,t12,t07,0,9322,2019-04-25,MM,keep,F,2015-03-24,4.090410958904109,TRUE,dis_novelty
190425_1_nov,4,dis_novelty,3,Cat,left,t04,t04,t22,1,7166,2019-04-25,MM,keep,F,2015-03-24,4.090410958904109,TRUE,dis_novelty
190425_1_nov,4,dis_novelty,4,Dog,left,t01,t01,t18,1,6929,2019-04-25,MM,keep,F,2015-03-24,4.090410958904109,TRUE,dis_novelty
190425_1_nov,4,dis_novelty,5,Bunny,right,t11,t03,t11,1,6067,2019-04-25,MM,keep,F,2015-03-24,4.090410958904109,TRUE,dis_novelty
190425_2_nov,3,dis_novelty,1,Elephant,left,t21,t04,t21,0,10311,2019-04-25,MM,keep,F,2016-02-11,3.202739726027397,TRUE,dis_novelty
190425_2_nov,3,dis_novelty,2,Tiger,right,t05,t07,t05,1,5796,2019-04-25,MM,keep,F,2016-02-11,3.202739726027397,TRUE,dis_novelty
190425_2_nov,3,dis_novelty,3,Mouse,right,t06,t03,t06,1,5510,2019-04-25,MM,keep,F,2016-02-11,3.202739726027397,TRUE,dis_novelty
190425_2_nov,3,dis_novelty,4,Frog,right,t19,t02,t19,1,7670,2019-04-25,MM,keep,F,2016-02-11,3.202739726027397,TRUE,dis_novelty
190425_2_nov,3,dis_novelty,5,Sheep,left,t20,t12,t20,0,6079,2019-04-25,MM,keep,F,2016-02-11,3.202739726027397,TRUE,dis_novelty
190425_2_nov,3,dis_novelty,6,Monkey,left,t13,t13,t22,1,5804,2019-04-25,MM,keep,F,2016-02-11,3.202739726027397,TRUE,dis_novelty
190425_2_nov,3,dis_novelty,7,Pig,left,t01,t01,t17,1,6354,2019-04-25,MM,keep,F,2016-02-11,3.202739726027397,TRUE,dis_novelty
190425_2_nov,3,dis_novelty,8,Bunny,left,t14,t14,t16,1,7119,2019-04-25,MM,keep,F,2016-02-11,3.202739726027397,TRUE,dis_novelty
190425_2_nov,3,dis_novelty,9,Dog,right,t18,t09,t18,1,5050,2019-04-25,MM,keep,F,2016-02-11,3.202739726027397,TRUE,dis_novelty
190425_2_nov,3,dis_novelty,10,Bear,right,t08,t11,t08,1,5861,2019-04-25,MM,keep,F,2016-02-11,3.202739726027397,TRUE,dis_novelty
190425_3_nov,3,dis_novelty,1,Cat,left,t16,t16,t15,1,9429,2019-04-25,MM,keep,F,2016-04-12,3.0356164383561643,TRUE,dis_novelty
190425_3_nov,3,dis_novelty,2,Mouse,right,t01,t09,t01,1,6725,2019-04-25,MM,keep,F,2016-04-12,3.0356164383561643,TRUE,dis_novelty
190425_3_nov,3,dis_novelty,3,Pig,left,t02,t12,t02,0,7496,2019-04-25,MM,keep,F,2016-04-12,3.0356164383561643,TRUE,dis_novelty
190425_3_nov,3,dis_novelty,4,Bunny,left,t03,t03,t07,1,5934,2019-04-25,MM,keep,F,2016-04-12,3.0356164383561643,TRUE,dis_novelty
190425_3_nov,3,dis_novelty,5,Beaver,right,t05,t18,t05,1,6764,2019-04-25,MM,keep,F,2016-04-12,3.0356164383561643,TRUE,dis_novelty
190425_4_nov,3,dis_novelty,1,Bunny,left,t02,t02,t22,1,6349,2019-04-25,MM,keep,F,2016-04-17,3.021917808219178,TRUE,dis_novelty
190425_4_nov,3,dis_novelty,2,Monkey,right,t21,t01,t21,1,8101,2019-04-25,MM,keep,F,2016-04-17,3.021917808219178,TRUE,dis_novelty
190425_4_nov,3,dis_novelty,3,Sheep,right,t19,t04,t19,1,7037,2019-04-25,MM,keep,F,2016-04-17,3.021917808219178,TRUE,dis_novelty
190425_4_nov,3,dis_novelty,4,Bear,left,t16,t16,t09,1,6611,2019-04-25,MM,keep,F,2016-04-17,3.021917808219178,TRUE,dis_novelty
190425_4_nov,3,dis_novelty,5,Tiger,left,t05,t05,t20,1,7680,2019-04-25,MM,keep,F,2016-04-17,3.021917808219178,TRUE,dis_novelty
190425_4_nov,3,dis_novelty,6,Beaver,left,t03,t03,t12,1,8346,2019-04-25,MM,keep,F,2016-04-17,3.021917808219178,TRUE,dis_novelty
190425_4_nov,3,dis_novelty,7,Pig,left,t10,t10,t11,1,8716,2019-04-25,MM,keep,F,2016-04-17,3.021917808219178,TRUE,dis_novelty
190425_4_nov,3,dis_novelty,8,Frog,right,t08,t13,t08,1,8905,2019-04-25,MM,keep,F,2016-04-17,3.021917808219178,TRUE,dis_novelty
190425_4_nov,3,dis_novelty,9,Dog,right,t17,t14,t17,1,6401,2019-04-25,MM,keep,F,2016-04-17,3.021917808219178,TRUE,dis_novelty
190425_4_nov,3,dis_novelty,10,Mouse,right,t18,t07,t18,1,7533,2019-04-25,MM,keep,F,2016-04-17,3.021917808219178,TRUE,dis_novelty
190425_5_nov,4,dis_novelty,1,Mouse,left,t10,t10,t02,1,11846,2019-04-25,MM,keep,M,2015-01-10,4.2904109589041095,TRUE,dis_novelty
190425_5_nov,4,dis_novelty,2,Beaver,right,t17,t15,t17,1,11694,2019-04-25,MM,keep,M,2015-01-10,4.2904109589041095,TRUE,dis_novelty
190425_5_nov,4,dis_novelty,3,Frog,right,t05,t13,t05,1,7029,2019-04-25,MM,keep,M,2015-01-10,4.2904109589041095,TRUE,dis_novelty
190425_5_nov,4,dis_novelty,4,Elephant,right,t20,t11,t20,1,7509,2019-04-25,MM,keep,M,2015-01-10,4.2904109589041095,TRUE,dis_novelty
190425_5_nov,4,dis_novelty,5,Cat,left,t14,t14,t08,1,7986,2019-04-25,MM,keep,M,2015-01-10,4.2904109589041095,TRUE,dis_novelty
190425_5_nov,4,dis_novelty,6,Bear,right,t07,t12,t07,1,6477,2019-04-25,MM,keep,M,2015-01-10,4.2904109589041095,TRUE,dis_novelty
190425_5_nov,4,dis_novelty,7,Monkey,right,t22,t16,t22,1,5643,2019-04-25,MM,keep,M,2015-01-10,4.2904109589041095,TRUE,dis_novelty
190425_5_nov,4,dis_novelty,8,Bunny,right,t21,t06,t21,1,6137,2019-04-25,MM,keep,M,2015-01-10,4.2904109589041095,TRUE,dis_novelty
190425_5_nov,4,dis_novelty,9,Pig,left,t18,t18,t01,1,9803,2019-04-25,MM,keep,M,2015-01-10,4.2904109589041095,TRUE,dis_novelty
190425_5_nov,4,dis_novelty,10,Sheep,left,t04,t04,t19,1,8785,2019-04-25,MM,keep,M,2015-01-10,4.2904109589041095,TRUE,dis_novelty
190425_6_nov,3,dis_novelty,1,Beaver,left,t04,t04,t18,1,10086,2019-04-25,MM,keep,F,2015-06-25,3.835616438356164,TRUE,dis_novelty
190425_6_nov,3,dis_novelty,2,Bunny,right,t02,t13,t02,1,21337,2019-04-25,MM,keep,F,2015-06-25,3.835616438356164,TRUE,dis_novelty
190425_6_nov,3,dis_novelty,3,Dog,left,t17,t17,t10,1,6655,2019-04-25,MM,keep,F,2015-06-25,3.835616438356164,TRUE,dis_novelty
190425_6_nov,3,dis_novelty,4,Cat,left,t14,t14,t08,1,6616,2019-04-25,MM,keep,F,2015-06-25,3.835616438356164,TRUE,dis_novelty
190425_6_nov,3,dis_novelty,5,Tiger,right,t15,t03,t15,1,6951,2019-04-25,MM,keep,F,2015-06-25,3.835616438356164,TRUE,dis_novelty
190425_6_nov,3,dis_novelty,6,Sheep,left,t05,t05,t01,1,7350,2019-04-25,MM,keep,F,2015-06-25,3.835616438356164,TRUE,dis_novelty
190425_6_nov,3,dis_novelty,7,Frog,right,t21,t09,t21,1,7045,2019-04-25,MM,keep,F,2015-06-25,3.835616438356164,TRUE,dis_novelty
190425_6_nov,3,dis_novelty,8,Pig,left,t06,t06,t20,1,6611,2019-04-25,MM,keep,F,2015-06-25,3.835616438356164,TRUE,dis_novelty
190425_6_nov,3,dis_novelty,9,Bear,right,t16,t22,t16,1,5681,2019-04-25,MM,keep,F,2015-06-25,3.835616438356164,TRUE,dis_novelty
190425_6_nov,3,dis_novelty,10,Monkey,right,t19,t07,t19,1,5616,2019-04-25,MM,keep,F,2015-06-25,3.835616438356164,TRUE,dis_novelty
190425_7_nov,4,dis_novelty,1,Pig,right,t21,t03,t21,1,11724,2019-04-25,MM,keep,F,2014-05-21,4.931506849315069,TRUE,dis_novelty
190425_7_nov,4,dis_novelty,2,Tiger,right,t10,t10,t06,0,9402,2019-04-25,MM,keep,F,2014-05-21,4.931506849315069,TRUE,dis_novelty
190425_7_nov,4,dis_novelty,3,Bunny,right,t07,t07,t01,0,8365,2019-04-25,MM,keep,F,2014-05-21,4.931506849315069,TRUE,dis_novelty
190425_7_nov,4,dis_novelty,4,Dog,left,t04,t04,t11,1,10114,2019-04-25,MM,keep,F,2014-05-21,4.931506849315069,TRUE,dis_novelty
190425_7_nov,4,dis_novelty,5,Frog,left,t18,t08,t18,0,10103,2019-04-25,MM,keep,F,2014-05-21,4.931506849315069,TRUE,dis_novelty
190425_7_nov,4,dis_novelty,6,Mouse,right,t05,t05,t19,0,10411,2019-04-25,MM,keep,F,2014-05-21,4.931506849315069,TRUE,dis_novelty
190425_7_nov,4,dis_novelty,7,Cat,left,t09,t09,t12,1,11155,2019-04-25,MM,keep,F,2014-05-21,4.931506849315069,TRUE,dis_novelty
190425_7_nov,4,dis_novelty,8,Bear,right,t16,t16,t17,0,9973,2019-04-25,MM,keep,F,2014-05-21,4.931506849315069,TRUE,dis_novelty
190425_7_nov,4,dis_novelty,9,Sheep,left,t15,t14,t15,0,8192,2019-04-25,MM,keep,F,2014-05-21,4.931506849315069,TRUE,dis_novelty
190425_7_nov,4,dis_novelty,10,Elephant,left,t02,t02,t20,1,10952,2019-04-25,MM,keep,F,2014-05-21,4.931506849315069,TRUE,dis_novelty
190425_8_nov,2,dis_novelty,1,Tiger,left,t22,t04,t22,0,10352,2019-04-25,MM,keep,F,2017-01-13,2.2794520547945205,TRUE,dis_novelty
190425_8_nov,2,dis_novelty,2,Frog,right,t11,t03,t11,1,8038,2019-04-25,MM,keep,F,2017-01-13,2.2794520547945205,TRUE,dis_novelty
190425_8_nov,2,dis_novelty,3,Pig,right,t14,t01,t14,1,6477,2019-04-25,MM,keep,F,2017-01-13,2.2794520547945205,TRUE,dis_novelty
190425_8_nov,2,dis_novelty,4,Cat,left,t18,t15,t18,0,14673,2019-04-25,MM,keep,F,2017-01-13,2.2794520547945205,TRUE,dis_novelty
190425_8_nov,2,dis_novelty,5,Sheep,left,t21,t02,t21,0,8522,2019-04-25,MM,keep,F,2017-01-13,2.2794520547945205,TRUE,dis_novelty
190425_9_nov,3,dis_novelty,1,Frog,right,t06,t12,t06,1,7378,2019-04-25,MM,keep,F,2015-08-03,3.728767123287671,TRUE,dis_novelty
190425_9_nov,3,dis_novelty,2,Mouse,right,t15,t10,t15,1,6803,2019-04-25,MM,keep,F,2015-08-03,3.728767123287671,TRUE,dis_novelty
190425_9_nov,3,dis_novelty,3,Bear,left,t11,t11,t17,1,8751,2019-04-25,MM,keep,F,2015-08-03,3.728767123287671,TRUE,dis_novelty
190425_9_nov,3,dis_novelty,4,Dog,left,t16,t16,t05,1,11149,2019-04-25,MM,keep,F,2015-08-03,3.728767123287671,TRUE,dis_novelty
190425_9_nov,3,dis_novelty,5,Beaver,right,t01,t01,t07,0,32263,2019-04-25,MM,keep,F,2015-08-03,3.728767123287671,TRUE,dis_novelty
190425_9_nov,3,dis_novelty,6,Cat,right,t03,t20,t03,1,10359,2019-04-25,MM,keep,F,2015-08-03,3.728767123287671,TRUE,dis_novelty
190425_9_nov,3,dis_novelty,7,Sheep,left,t02,t02,t14,1,8432,2019-04-25,MM,keep,F,2015-08-03,3.728767123287671,TRUE,dis_novelty
190425_9_nov,3,dis_novelty,8,Tiger,right,t09,t18,t09,1,6736,2019-04-25,MM,keep,F,2015-08-03,3.728767123287671,TRUE,dis_novelty
190425_9_nov,3,dis_novelty,9,Pig,left,t13,t13,t08,1,7286,2019-04-25,MM,keep,F,2015-08-03,3.728767123287671,TRUE,dis_novelty
190425_9_nov,3,dis_novelty,10,Bunny,left,t19,t19,t21,1,6955,2019-04-25,MM,keep,F,2015-08-03,3.728767123287671,TRUE,dis_novelty
190425_10_nov,3,dis_novelty,1,Bunny,right,t13,t02,t13,1,13065,2019-04-25,MM,keep,M,2016-01-25,3.249315068493151,TRUE,dis_novelty
190425_10_nov,3,dis_novelty,2,Bear,left,t03,t03,t18,1,15569,2019-04-25,MM,keep,M,2016-01-25,3.249315068493151,TRUE,dis_novelty
190425_10_nov,3,dis_novelty,3,Beaver,right,t22,t06,t22,1,7327,2019-04-25,MM,keep,M,2016-01-25,3.249315068493151,TRUE,dis_novelty
190425_10_nov,3,dis_novelty,4,Elephant,left,t09,t09,t08,1,7646,2019-04-25,MM,keep,M,2016-01-25,3.249315068493151,TRUE,dis_novelty
190425_10_nov,3,dis_novelty,5,Frog,left,t05,t05,t21,1,11171,2019-04-25,MM,keep,M,2016-01-25,3.249315068493151,TRUE,dis_novelty
190425_10_nov,3,dis_novelty,6,Cat,left,t15,t07,t15,0,10109,2019-04-25,MM,keep,M,2016-01-25,3.249315068493151,TRUE,dis_novelty
190425_10_nov,3,dis_novelty,7,Mouse,left,t16,t16,t19,1,10169,2019-04-25,MM,keep,M,2016-01-25,3.249315068493151,TRUE,dis_novelty
190425_10_nov,3,dis_novelty,8,Dog,right,t01,t11,t01,1,14714,2019-04-25,MM,keep,M,2016-01-25,3.249315068493151,TRUE,dis_novelty
190425_10_nov,3,dis_novelty,9,Pig,left,t20,t14,t20,0,16732,2019-04-25,MM,keep,M,2016-01-25,3.249315068493151,TRUE,dis_novelty
